title,article,category,price,availability,description,details,images,url
P1084-Black,,Разъёмы Jack,0,Наличие:В наличии,"Описание Разъём прямой, кабельный, никилированный, джек 6.35мм симметричный «папа» (корпус цинковый сплав, чёрный)",Производитель: TaverLab | Наименование: <h3>P1084-Black</h3> | Партномер: <h3>P1084-Black</h3>,https://risbar.kz/wp-content/uploads/product/p1084-black-1.png,https://risbar.kz/product/p1084-black/
P1084-Orange,,Разъёмы Jack,0,Наличие:В наличии,"Описание Разъём прямой, кабельный, никилированный, джек 6.35мм симметричный «папа» (корпус цинковый сплав, оранжевый)",Производитель: TaverLab | Наименование: <h3>P1084-Orange</h3> | Партномер: <h3>P1084-Orange</h3>,https://risbar.kz/wp-content/uploads/product/p1084-orange-1.png,https://risbar.kz/product/p1084-orange/
P1084-Purple,,Разъёмы Jack,0,Наличие:В наличии,"Описание Разъём прямой, кабельный, никилированный, джек 6.35мм симметричный, «папа» (корпус цинковый сплав, пурпурный)",Производитель: TaverLab | Наименование: <h3>P1084-Purple</h3> | Партномер: <h3>P1084-Purple</h3>,https://risbar.kz/wp-content/uploads/product/p1084-purple-1.png,https://risbar.kz/product/p1084-purple/
P1084-Yellow,,Разъёмы Jack,0,Наличие:В наличии,"Описание Разъём прямой, кабельный, никилированный, джек 6.35мм симметричный «папа» (корпус цинковый сплав, жёлтый)",Производитель: TaverLab | Наименование: <h3>P1084-Yellow</h3> | Партномер: <h3>P1084-Yellow</h3>,https://risbar.kz/wp-content/uploads/product/p1084-yellow-1.png,https://risbar.kz/product/p1084-yellow/
Q2002,,Разъёмы Jack,0,Наличие:В наличии,"Описание Разъём джек 3.5мм, симметричный, «папа», контактный терминал под винт.",Производитель: TaverLab | Наименование: <h3>Q2002</h3> | Партномер: <h3>Q2002</h3>,https://risbar.kz/wp-content/uploads/product/q2002-1.png,https://risbar.kz/product/q2002/
Q2003,,Разъёмы Jack,0,Наличие:В наличии,"Описание Разъём джек 3.5мм, симметричный, «мама», контактный терминал под винт",Производитель: TaverLab | Наименование: <h3>Q2003</h3> | Партномер: <h3>Q2003</h3>,https://risbar.kz/wp-content/uploads/product/q2003-1.png,https://risbar.kz/product/q2003/
TC160,,Разъёмы Jack,0,Наличие:В наличии,"Описание Разъём угловой, кабельный, позолоченный, джек 6.35мм несимметричный, папа (корпус цинковый сплав, чёрный). Отгружается парами — красный + чёрный хвостовик, цена указана за штуку.",Производитель: TaverLab | Наименование: <h3>TC160</h3> | Партномер: <h3>TC160</h3>,https://risbar.kz/wp-content/uploads/product/tc160-1.jpg,https://risbar.kz/product/tc160/
TC161,,Разъёмы Jack,0,Наличие:В наличии,"Описание Разъём угловой, кабельный, позолоченный, джек 6.35мм симметричный, папа (корпус цинковый сплав, чёрный). Отгружается парами — красный + чёрный хвостовик, цена указана за штуку.",Производитель: TaverLab | Наименование: <h3>TC161</h3> | Партномер: <h3>TC161</h3>,https://risbar.kz/wp-content/uploads/product/tc161-1.jpg,https://risbar.kz/product/tc161/
TC180,,Разъёмы Jack,0,Наличие:В наличии,"Описание Разъём прямой, кабельный, позолоченный, симметричный 3.5мм (корпус цинковый сплав, чёрный). Отгружается парами — красный + чёрный хвостовик, цена указана за штуку.",Производитель: TaverLab | Наименование: <h3>TC180</h3> | Партномер: <h3>TC180</h3>,https://risbar.kz/wp-content/uploads/product/tc180-1.png,https://risbar.kz/product/tc180/
TC206,,Разъёмы Jack,0,Наличие:В наличии,"Описание Разъём прямой, кабельный, позолоченный, джек 6.35мм несимметричный, папа (корпус цинковый сплав, чёрный). Отгружается парами — красный + чёрный хвостовик, цена указана за штуку.",Производитель: TaverLab | Наименование: <h3>TC206</h3> | Партномер: <h3>TC206</h3>,https://risbar.kz/wp-content/uploads/product/tc206-1.png,https://risbar.kz/product/tc206/
TC207,,Разъёмы Jack,0,Наличие:В наличии,"Описание Разъём прямой, кабельный, позолоченный, джек 6.35мм симметричный, папа (корпус цинковый сплав, чёрный). Отгружается парами — красный + чёрный хвостовик, цена указана за штуку.",Производитель: TaverLab | Наименование: <h3>TC207</h3> | Партномер: <h3>TC207</h3>,https://risbar.kz/wp-content/uploads/product/tc207-1.png,https://risbar.kz/product/tc207/
TC208,,Разъёмы Jack,0,Наличие:В наличии,"Описание Разъём прямой, кабельный, позолоченный, джек 6.35мм несимметричный, папа (корпус цинковый сплав, цвет «красное вино»). Отгружается парами — красный + чёрный хвостовик, цена указана за штуку.",Производитель: TaverLab | Наименование: <h3>TC208</h3> | Партномер: <h3>TC208</h3>,https://risbar.kz/wp-content/uploads/product/tc208-1.png,https://risbar.kz/product/tc208/
TC209,,Разъёмы Jack,0,Наличие:В наличии,"Описание Разъём прямой, кабельный, позолоченный, джек 6.35мм симметричный, «папа» (корпус цинковый сплав, цвет «красное вино»). Отгружается парами — красный + чёрный хвостовик, цена указана за штуку.",Производитель: TaverLab | Наименование: <h3>TC209</h3> | Партномер: <h3>TC209</h3>,https://risbar.kz/wp-content/uploads/product/tc209-1.png,https://risbar.kz/product/tc209/
X1002,,Разъёмы Jack,0,Наличие:В наличии,"Описание Переходник с 3.5мм «мама» на 6.35мм «папа», стерео, золотой",Производитель: TaverLab | Наименование: <h3>X1002</h3> | Партномер: <h3>X1002</h3>,https://risbar.kz/wp-content/uploads/product/x1002-1.JPG; https://risbar.kz/wp-content/uploads/product/x1002-2.jpg; https://risbar.kz/wp-content/uploads/product/x1002-3.jpg; https://risbar.kz/wp-content/uploads/product/x1002-2-550x516.jpg; https://risbar.kz/wp-content/uploads/product/x1002-3-550x533.jpg,https://risbar.kz/product/x1002/
X1009,,Разъёмы Jack,0,Наличие:В наличии,"Описание Переходник с 3.5мм «мама» на 6.35мм «папа», стерео, никель",Производитель: TaverLab | Наименование: <h3>X1009</h3> | Партномер: <h3>X1009</h3>,https://risbar.kz/wp-content/uploads/product/x1009-1.png,https://risbar.kz/product/x1009/
