title,article,category,price,availability,description,details,images,url
D1039F-Black,,Разъёмы XLR,0,Наличие:В наличии,"Описание Разъём 3PIN XLR мама, пластиковый корпус, чёрный цвет",Производитель: TaverLab | Наименование: <h3>D1039F-Black</h3> | Партномер: <h3>D1039F-Black</h3>,https://risbar.kz/wp-content/uploads/product/d1039f-black-1.png,https://risbar.kz/product/d1039f-black/
D1039F-Blue,,Разъёмы XLR,0,Наличие:В наличии,"Описание Разъём 3PIN XLR мама, пластиковый корпус, синий цвет",Производитель: TaverLab | Наименование: <h3>D1039F-Blue</h3> | Партномер: <h3>D1039F-Blue</h3>,https://risbar.kz/wp-content/uploads/product/d1039f-blue-1.png,https://risbar.kz/product/d1039f-blue/
D1039F-Green,,Разъёмы XLR,0,Наличие:В наличии,"Описание Разъём 3PIN XLR мама, пластиковый корпус, зелёный цвет",Производитель: TaverLab | Наименование: <h3>D1039F-Green</h3> | Партномер: <h3>D1039F-Green</h3>,https://risbar.kz/wp-content/uploads/product/d1039f-green-1.png,https://risbar.kz/product/d1039f-green/
D1039F-Orange,,Разъёмы XLR,0,Наличие:В наличии,"Описание Разъём 3PIN XLR мама, пластиковый корпус, оранжевый цвет",Производитель: TaverLab | Наименование: <h3>D1039F-Orange</h3> | Партномер: <h3>D1039F-Orange</h3>,https://risbar.kz/wp-content/uploads/product/d1039f-orange-1.png,https://risbar.kz/product/d1039f-orange/
D1039F-Red,,Разъёмы XLR,0,Наличие:В наличии,"Описание Разъём 3PIN XLR мама, пластиковый корпус, красный цвет",Производитель: TaverLab | Наименование: <h3>D1039F-Red</h3> | Партномер: <h3>D1039F-Red</h3>,https://risbar.kz/wp-content/uploads/product/d1039f-red-1.png,https://risbar.kz/product/d1039f-red/
D1039F-Yellow,,Разъёмы XLR,0,Наличие:В наличии,"Описание Разъём 3PIN XLR мама, пластиковый корпус, жёлтый цвет",Производитель: TaverLab | Наименование: <h3>D1039F-Yellow</h3> | Партномер: <h3>D1039F-Yellow</h3>,https://risbar.kz/wp-content/uploads/product/d1039f-yellow-1.png,https://risbar.kz/product/d1039f-yellow/
D1039M-Black,,Разъёмы XLR,0,Наличие:В наличии,"Описание Разъём 3PIN XLR папа, пластиковый корпус, чёрный цвет",Производитель: TaverLab | Наименование: <h3>D1039M-Black</h3> | Партномер: <h3>D1039M-Black</h3>,https://risbar.kz/wp-content/uploads/product/d1039m-black-1.png,https://risbar.kz/product/d1039m-black/
D1039M-Blue,,Разъёмы XLR,0,Наличие:В наличии,"Описание Разъём 3PIN XLR папа, пластиковый корпус, синий цвет",Производитель: TaverLab | Наименование: <h3>D1039M-Blue</h3> | Партномер: <h3>D1039M-Blue</h3>,https://risbar.kz/wp-content/uploads/product/d1039m-blue-1.png,https://risbar.kz/product/d1039m-blue/
D1039M-Green,,Разъёмы XLR,0,Наличие:В наличии,"Описание Разъём 3PIN XLR папа, пластиковый корпус, зелёный цвет",Производитель: TaverLab | Наименование: <h3>D1039M-Green</h3> | Партномер: <h3>D1039M-Green</h3>,https://risbar.kz/wp-content/uploads/product/d1039m-green-1.png,https://risbar.kz/product/d1039m-green/
D1039M-Orange,,Разъёмы XLR,0,Наличие:В наличии,"Описание Разъём 3PIN XLR папа, пластиковый корпус, оранжевый цвет",Производитель: TaverLab | Наименование: <h3>D1039M-Orange</h3> | Партномер: <h3>D1039M-Orange</h3>,https://risbar.kz/wp-content/uploads/product/d1039m-orange-1.png,https://risbar.kz/product/d1039m-orange/
D1039M-Red,,Разъёмы XLR,0,Наличие:В наличии,"Описание Разъём 3PIN XLR папа, пластиковый корпус, красный цвет",Производитель: TaverLab | Наименование: <h3>D1039M-Red</h3> | Партномер: <h3>D1039M-Red</h3>,https://risbar.kz/wp-content/uploads/product/d1039m-red-1.png,https://risbar.kz/product/d1039m-red/
D1039M-Yellow,,Разъёмы XLR,0,Наличие:В наличии,"Описание Разъём 3PIN XLR папа, пластиковый корпус, жёлтый цвет",Производитель: TaverLab | Наименование: <h3>D1039M-Yellow</h3> | Партномер: <h3>D1039M-Yellow</h3>,https://risbar.kz/wp-content/uploads/product/d1039m-yellow-1.png,https://risbar.kz/product/d1039m-yellow/
